소득 분위,가구주 연령대,가구주 학력 수준,가구주 종사상 지위,가구원 수,취업자 수,가구 유형,가구소득(만원)
2분위,60세 이상,고졸,임시·일용근로자,4인,0인,장애인가구,4918.0
1분위,60세 이상,초졸 이하,임시·일용근로자,1인,3인 이상,한부모가구,2337.0
1분위,60세 이상,중졸,자영업자,2인,0인,노인가구,726.0
5분위,65세 이상,초졸 이하,상용근로자,1인,2인,노인가구,9706.0
3분위,30~39세,중졸,자영업자,4인,1인,다문화가구,7930.0
4분위,65세 이상,초졸 이하,임시·일용근로자,3인,2인,한부모가구,9913.0
2분위,39세 이하,대졸 이상,상용근로자,4인,3인 이상,다문화가구,3202.0
2분위,39세 이하,중졸,상용근로자,5인 이상,1인,다문화가구,5239.0
2분위,39세 이하,대졸 이상,기타(무직 등),3인,2인,한부모가구,8745.0
1분위,39세 이하,고졸,임시·일용근로자,1인,2인,장애인가구,1547.0
1분위,39세 이하,중졸,자영업자,3인,1인,다문화가구,2191.0
4분위,50~59세,대졸 이상,상용근로자,5인 이상,1인,장애인가구,6790.0
4분위,60세 이상,초졸 이하,상용근로자,4인,3인 이상,노인가구,6224.0
3분위,65세 이상,대졸 이상,자영업자,2인,0인,다문화가구,11951.0
3분위,50~59세,중졸,자영업자,2인,0인,한부모가구,9865.0
5분위,65세 이상,대졸 이상,상용근로자,2인,1인,장애인가구,9961.0
1분위,30~39세,초졸 이하,자영업자,4인,0인,노인가구,1092.0
2분위,40~49세,초졸 이하,기타(무직 등),2인,3인 이상,노인가구,10306.0
2분위,60세 이상,초졸 이하,상용근로자,5인 이상,0인,다문화가구,3808.0
4분위,30~39세,고졸,기타(무직 등),4인,1인,노인가구,12504.0
5분위,50~59세,중졸,임시·일용근로자,2인,3인 이상,한부모가구,13219.0
2분위,40~49세,초졸 이하,기타(무직 등),1인,1인,다문화가구,5505.0
5분위,30~39세,고졸,자영업자,4인,3인 이상,노인가구,18008.0
5분위,65세 이상,초졸 이하,상용근로자,4인,3인 이상,한부모가구,6907.0
2분위,40~49세,대졸 이상,기타(무직 등),3인,1인,장애인가구,3071.0
2분위,65세 이상,중졸,자영업자,2인,2인,장애인가구,5706.0
3분위,30~39세,대졸 이상,자영업자,1인,1인,다문화가구,6369.0
5분위,50~59세,고졸,기타(무직 등),5인 이상,3인 이상,한부모가구,23846.0
1분위,65세 이상,대졸 이상,상용근로자,4인,1인,노인가구,792.0
4분위,40~49세,대졸 이상,기타(무직 등),5인 이상,1인,다문화가구,10788.0
2분위,30~39세,초졸 이하,임시·일용근로자,5인 이상,3인 이상,다문화가구,3179.0
4분위,65세 이상,대졸 이상,기타(무직 등),5인 이상,0인,노인가구,7475.0
3분위,50~59세,초졸 이하,기타(무직 등),3인,3인 이상,한부모가구,5559.0
3분위,60세 이상,초졸 이하,상용근로자,5인 이상,1인,노인가구,18214.0
5분위,50~59세,중졸,기타(무직 등),2인,3인 이상,장애인가구,9367.0
5분위,50~59세,고졸,자영업자,2인,3인 이상,다문화가구,15243.0
5분위,60세 이상,고졸,상용근로자,1인,0인,장애인가구,8022.0
1분위,50~59세,고졸,자영업자,1인,2인,다문화가구,2854.0
4분위,60세 이상,초졸 이하,상용근로자,5인 이상,1인,노인가구,10103.0
1분위,60세 이상,고졸,임시·일용근로자,5인 이상,1인,한부모가구,1590.0
3분위,65세 이상,초졸 이하,임시·일용근로자,3인,0인,노인가구,15348.0
3분위,65세 이상,중졸,임시·일용근로자,5인 이상,3인 이상,장애인가구,9027.0
3분위,60세 이상,고졸,기타(무직 등),5인 이상,2인,한부모가구,9291.0
3분위,30~39세,초졸 이하,임시·일용근로자,5인 이상,1인,한부모가구,8970.0
5분위,40~49세,고졸,상용근로자,4인,2인,다문화가구,20054.0
1분위,30~39세,고졸,임시·일용근로자,4인,2인,한부모가구,1236.0
4분위,60세 이상,중졸,상용근로자,3인,3인 이상,다문화가구,7898.0
2분위,40~49세,대졸 이상,자영업자,3인,3인 이상,한부모가구,7622.0
1분위,65세 이상,고졸,기타(무직 등),2인,3인 이상,한부모가구,1682.0
1분위,40~49세,중졸,자영업자,3인,1인,다문화가구,1438.0
5분위,60세 이상,고졸,자영업자,2인,2인,한부모가구,9141.0
5분위,65세 이상,고졸,임시·일용근로자,5인 이상,2인,노인가구,29142.0
5분위,40~49세,고졸,임시·일용근로자,3인,1인,한부모가구,12285.0
5분위,40~49세,고졸,임시·일용근로자,3인,0인,장애인가구,23757.0
2분위,30~39세,대졸 이상,자영업자,3인,3인 이상,다문화가구,5913.0
2분위,40~49세,대졸 이상,기타(무직 등),2인,1인,다문화가구,3286.0
4분위,60세 이상,고졸,기타(무직 등),2인,3인 이상,노인가구,14200.0
3분위,39세 이하,고졸,자영업자,1인,2인,장애인가구,9422.0
3분위,39세 이하,중졸,기타(무직 등),2인,1인,한부모가구,14518.0
2분위,39세 이하,중졸,자영업자,2인,0인,노인가구,5124.0
3분위,60세 이상,초졸 이하,자영업자,4인,3인 이상,한부모가구,11278.0
3분위,39세 이하,대졸 이상,기타(무직 등),3인,2인,노인가구,4205.0
1분위,30~39세,고졸,상용근로자,2인,2인,다문화가구,1232.0
3분위,60세 이상,대졸 이상,상용근로자,3인,0인,장애인가구,5114.0
3분위,65세 이상,중졸,임시·일용근로자,3인,0인,다문화가구,7325.0
3분위,60세 이상,대졸 이상,기타(무직 등),4인,3인 이상,노인가구,10278.0
2분위,60세 이상,대졸 이상,임시·일용근로자,3인,2인,한부모가구,4328.0
4분위,40~49세,고졸,자영업자,2인,0인,장애인가구,12157.0
1분위,40~49세,고졸,상용근로자,3인,1인,한부모가구,1068.0
2분위,40~49세,중졸,기타(무직 등),1인,0인,다문화가구,7854.0
4분위,50~59세,고졸,기타(무직 등),1인,1인,한부모가구,14530.0
3분위,30~39세,중졸,기타(무직 등),4인,2인,노인가구,12764.0
2분위,60세 이상,중졸,상용근로자,2인,3인 이상,장애인가구,4803.0
4분위,60세 이상,초졸 이하,임시·일용근로자,4인,2인,장애인가구,3677.0
3분위,40~49세,초졸 이하,상용근로자,1인,2인,장애인가구,10741.0
4분위,60세 이상,초졸 이하,임시·일용근로자,2인,2인,노인가구,8185.0
4분위,65세 이상,대졸 이상,자영업자,3인,2인,한부모가구,5818.0
4분위,60세 이상,초졸 이하,자영업자,2인,3인 이상,장애인가구,6888.0
3분위,39세 이하,고졸,임시·일용근로자,5인 이상,0인,다문화가구,15105.0
1분위,65세 이상,고졸,자영업자,2인,3인 이상,다문화가구,955.0
2분위,65세 이상,초졸 이하,자영업자,3인,3인 이상,다문화가구,6648.0
3분위,60세 이상,대졸 이상,기타(무직 등),5인 이상,3인 이상,다문화가구,9285.0
3분위,50~59세,중졸,기타(무직 등),4인,3인 이상,다문화가구,7376.0
3분위,40~49세,대졸 이상,상용근로자,2인,0인,노인가구,11013.0
2분위,30~39세,대졸 이상,상용근로자,4인,2인,한부모가구,10589.0
1분위,30~39세,중졸,상용근로자,2인,0인,노인가구,1337.0
3분위,39세 이하,중졸,기타(무직 등),1인,0인,다문화가구,7721.0
2분위,30~39세,중졸,상용근로자,1인,2인,다문화가구,7069.0
4분위,30~39세,고졸,상용근로자,3인,0인,장애인가구,12424.0
1분위,40~49세,중졸,기타(무직 등),1인,3인 이상,장애인가구,1430.0
3분위,40~49세,중졸,임시·일용근로자,5인 이상,3인 이상,한부모가구,7531.0
5분위,50~59세,대졸 이상,기타(무직 등),5인 이상,2인,한부모가구,6592.0
1분위,39세 이하,대졸 이상,임시·일용근로자,2인,2인,한부모가구,1103.0
3분위,30~39세,초졸 이하,기타(무직 등),4인,2인,노인가구,5395.0
1분위,50~59세,대졸 이상,상용근로자,5인 이상,3인 이상,장애인가구,1979.0
4분위,39세 이하,중졸,자영업자,2인,2인,한부모가구,7805.0
3분위,65세 이상,고졸,자영업자,4인,0인,장애인가구,7599.0
3분위,30~39세,대졸 이상,임시·일용근로자,1인,0인,장애인가구,8479.0
3분위,30~39세,대졸 이상,임시·일용근로자,2인,1인,장애인가구,6008.0
5분위,40~49세,중졸,임시·일용근로자,4인,1인,장애인가구,29793.0
1분위,60세 이상,대졸 이상,자영업자,3인,2인,장애인가구,2530.0
1분위,39세 이하,대졸 이상,임시·일용근로자,3인,1인,장애인가구,2875.0
5분위,30~39세,중졸,기타(무직 등),5인 이상,3인 이상,노인가구,21038.0
3분위,39세 이하,대졸 이상,기타(무직 등),4인,3인 이상,다문화가구,8410.0
5분위,50~59세,고졸,자영업자,3인,0인,장애인가구,30534.0
3분위,50~59세,초졸 이하,기타(무직 등),5인 이상,0인,노인가구,6481.0
5분위,60세 이상,대졸 이상,임시·일용근로자,2인,1인,한부모가구,11296.0
3분위,30~39세,고졸,자영업자,2인,1인,노인가구,6690.0
4분위,40~49세,대졸 이상,임시·일용근로자,4인,3인 이상,노인가구,10607.0
5분위,30~39세,초졸 이하,기타(무직 등),4인,0인,노인가구,11800.0
3분위,39세 이하,중졸,임시·일용근로자,4인,1인,장애인가구,7997.0
1분위,65세 이상,초졸 이하,자영업자,4인,3인 이상,한부모가구,793.0
2분위,50~59세,대졸 이상,임시·일용근로자,3인,0인,노인가구,6682.0
1분위,39세 이하,초졸 이하,기타(무직 등),3인,3인 이상,한부모가구,820.0
2분위,60세 이상,초졸 이하,상용근로자,5인 이상,3인 이상,노인가구,3796.0
2분위,50~59세,중졸,자영업자,3인,0인,장애인가구,8969.0
3분위,40~49세,대졸 이상,임시·일용근로자,2인,3인 이상,노인가구,13645.0
3분위,50~59세,초졸 이하,자영업자,5인 이상,1인,노인가구,9884.0
3분위,65세 이상,초졸 이하,임시·일용근로자,3인,3인 이상,한부모가구,9502.0
4분위,30~39세,중졸,상용근로자,4인,1인,한부모가구,6958.0
1분위,65세 이상,고졸,기타(무직 등),3인,2인,한부모가구,1105.0
1분위,65세 이상,대졸 이상,임시·일용근로자,1인,2인,다문화가구,1302.0
1분위,30~39세,고졸,임시·일용근로자,5인 이상,2인,한부모가구,821.0
3분위,50~59세,고졸,상용근로자,3인,3인 이상,노인가구,9414.0
2분위,60세 이상,중졸,자영업자,3인,2인,다문화가구,5621.0
2분위,30~39세,중졸,기타(무직 등),2인,2인,한부모가구,3795.0
3분위,30~39세,대졸 이상,임시·일용근로자,4인,3인 이상,장애인가구,15938.0
5분위,40~49세,고졸,임시·일용근로자,4인,0인,한부모가구,20404.0
1분위,50~59세,초졸 이하,기타(무직 등),2인,3인 이상,장애인가구,1985.0
4분위,30~39세,고졸,상용근로자,2인,1인,다문화가구,7081.0
4분위,60세 이상,중졸,자영업자,1인,3인 이상,장애인가구,8600.0
4분위,39세 이하,초졸 이하,기타(무직 등),5인 이상,0인,다문화가구,11060.0
5분위,50~59세,초졸 이하,자영업자,4인,2인,장애인가구,17015.0
1분위,40~49세,중졸,상용근로자,2인,3인 이상,한부모가구,2856.0
1분위,65세 이상,초졸 이하,상용근로자,2인,2인,다문화가구,1387.0
5분위,30~39세,고졸,기타(무직 등),5인 이상,1인,노인가구,13081.0
3분위,60세 이상,중졸,임시·일용근로자,2인,0인,노인가구,10968.0
3분위,50~59세,대졸 이상,상용근로자,1인,2인,노인가구,5131.0
4분위,60세 이상,중졸,상용근로자,5인 이상,2인,한부모가구,12454.0
4분위,60세 이상,대졸 이상,기타(무직 등),1인,2인,노인가구,5114.0
5분위,65세 이상,대졸 이상,기타(무직 등),3인,2인,다문화가구,20664.0
5분위,40~49세,중졸,기타(무직 등),4인,3인 이상,노인가구,12350.0
4분위,50~59세,중졸,상용근로자,2인,0인,다문화가구,10412.0
2분위,30~39세,대졸 이상,자영업자,5인 이상,0인,노인가구,7924.0
5분위,40~49세,대졸 이상,상용근로자,1인,2인,장애인가구,17019.0
1분위,30~39세,초졸 이하,기타(무직 등),4인,0인,다문화가구,931.0
2분위,39세 이하,중졸,임시·일용근로자,4인,2인,노인가구,3851.0
5분위,60세 이상,중졸,임시·일용근로자,2인,1인,노인가구,11959.0
2분위,39세 이하,초졸 이하,기타(무직 등),4인,1인,노인가구,2583.0
2분위,60세 이상,중졸,임시·일용근로자,2인,1인,다문화가구,8653.0
1분위,65세 이상,초졸 이하,상용근로자,3인,0인,다문화가구,1573.0
5분위,40~49세,초졸 이하,자영업자,2인,2인,노인가구,10163.0
3분위,30~39세,중졸,상용근로자,1인,3인 이상,장애인가구,15234.0
4분위,65세 이상,고졸,기타(무직 등),4인,3인 이상,다문화가구,6500.0
2분위,30~39세,대졸 이상,상용근로자,4인,1인,다문화가구,6093.0
4분위,40~49세,중졸,임시·일용근로자,4인,1인,장애인가구,6186.0
4분위,50~59세,고졸,상용근로자,2인,0인,한부모가구,3838.0
2분위,39세 이하,초졸 이하,자영업자,5인 이상,3인 이상,장애인가구,3194.0
3분위,39세 이하,고졸,임시·일용근로자,2인,0인,노인가구,7112.0
2분위,30~39세,중졸,자영업자,1인,1인,다문화가구,7895.0
5분위,30~39세,중졸,자영업자,2인,2인,다문화가구,18386.0
4분위,30~39세,고졸,자영업자,4인,2인,다문화가구,9101.0
5분위,40~49세,중졸,상용근로자,3인,2인,다문화가구,7163.0
2분위,50~59세,대졸 이상,상용근로자,1인,1인,한부모가구,9161.0
4분위,39세 이하,고졸,상용근로자,3인,0인,다문화가구,9410.0
4분위,65세 이상,초졸 이하,상용근로자,1인,2인,다문화가구,8204.0
4분위,60세 이상,고졸,임시·일용근로자,1인,3인 이상,한부모가구,13535.0
5분위,40~49세,고졸,상용근로자,4인,3인 이상,노인가구,26363.0
2분위,39세 이하,고졸,임시·일용근로자,2인,1인,노인가구,8747.0
1분위,50~59세,고졸,자영업자,4인,3인 이상,한부모가구,1363.0
4분위,40~49세,초졸 이하,임시·일용근로자,4인,3인 이상,노인가구,5760.0
4분위,65세 이상,초졸 이하,기타(무직 등),4인,1인,노인가구,12780.0
3분위,39세 이하,초졸 이하,상용근로자,3인,0인,장애인가구,4929.0
2분위,40~49세,고졸,기타(무직 등),1인,2인,장애인가구,12011.0
3분위,39세 이하,대졸 이상,임시·일용근로자,5인 이상,1인,장애인가구,8606.0
2분위,39세 이하,대졸 이상,상용근로자,2인,3인 이상,한부모가구,3606.0
3분위,50~59세,초졸 이하,기타(무직 등),4인,2인,다문화가구,5199.0
4분위,60세 이상,대졸 이상,상용근로자,1인,2인,한부모가구,5162.0
4분위,50~59세,대졸 이상,임시·일용근로자,2인,2인,한부모가구,9102.0
2분위,39세 이하,대졸 이상,기타(무직 등),5인 이상,1인,한부모가구,5498.0
3분위,40~49세,대졸 이상,임시·일용근로자,5인 이상,2인,한부모가구,5191.0
2분위,65세 이상,대졸 이상,기타(무직 등),4인,0인,장애인가구,4780.0
1분위,50~59세,중졸,자영업자,5인 이상,3인 이상,한부모가구,871.0
4분위,60세 이상,초졸 이하,자영업자,5인 이상,1인,장애인가구,10892.0
5분위,39세 이하,고졸,자영업자,2인,1인,다문화가구,15660.0
2분위,65세 이상,대졸 이상,자영업자,2인,2인,노인가구,4738.0
4분위,50~59세,중졸,자영업자,4인,3인 이상,장애인가구,5140.0
5분위,50~59세,고졸,임시·일용근로자,1인,2인,한부모가구,14195.0
5분위,50~59세,중졸,자영업자,4인,2인,다문화가구,13559.0
1분위,50~59세,대졸 이상,임시·일용근로자,3인,1인,한부모가구,1709.0
5분위,65세 이상,대졸 이상,자영업자,5인 이상,0인,다문화가구,17112.0
2분위,40~49세,대졸 이상,상용근로자,1인,3인 이상,노인가구,7567.0
2분위,60세 이상,대졸 이상,자영업자,2인,3인 이상,다문화가구,4541.0
1분위,60세 이상,고졸,상용근로자,3인,3인 이상,다문화가구,715.0
3분위,39세 이하,고졸,임시·일용근로자,3인,3인 이상,노인가구,12650.0
1분위,30~39세,중졸,자영업자,5인 이상,0인,노인가구,1035.0
2분위,40~49세,초졸 이하,기타(무직 등),2인,1인,다문화가구,3540.0
2분위,39세 이하,대졸 이상,임시·일용근로자,1인,0인,한부모가구,5418.0
5분위,39세 이하,중졸,자영업자,2인,2인,장애인가구,18063.0
5분위,50~59세,중졸,임시·일용근로자,5인 이상,1인,한부모가구,12944.0
2분위,30~39세,중졸,기타(무직 등),3인,0인,장애인가구,4444.0
5분위,30~39세,대졸 이상,자영업자,5인 이상,3인 이상,노인가구,13688.0
5분위,40~49세,대졸 이상,기타(무직 등),4인,3인 이상,한부모가구,28207.0
4분위,30~39세,중졸,자영업자,3인,1인,노인가구,8596.0
1분위,39세 이하,대졸 이상,상용근로자,5인 이상,0인,다문화가구,1022.0
4분위,30~39세,중졸,임시·일용근로자,1인,1인,다문화가구,5866.0
5분위,30~39세,고졸,기타(무직 등),1인,3인 이상,한부모가구,14478.0
4분위,60세 이상,대졸 이상,임시·일용근로자,1인,0인,노인가구,9464.0
2분위,39세 이하,고졸,기타(무직 등),4인,3인 이상,한부모가구,6689.0
3분위,65세 이상,초졸 이하,임시·일용근로자,2인,1인,한부모가구,8943.0
4분위,30~39세,대졸 이상,임시·일용근로자,1인,1인,장애인가구,6145.0
3분위,30~39세,초졸 이하,임시·일용근로자,4인,1인,다문화가구,7183.0
1분위,50~59세,중졸,상용근로자,1인,1인,한부모가구,2019.0
2분위,30~39세,대졸 이상,자영업자,4인,1인,다문화가구,3485.0
5분위,30~39세,대졸 이상,상용근로자,1인,2인,장애인가구,13285.0
5분위,60세 이상,대졸 이상,임시·일용근로자,2인,1인,노인가구,20327.0
1분위,39세 이하,초졸 이하,기타(무직 등),5인 이상,1인,한부모가구,2136.0
5분위,40~49세,초졸 이하,임시·일용근로자,1인,3인 이상,다문화가구,14817.0
2분위,39세 이하,중졸,자영업자,5인 이상,1인,한부모가구,4676.0
4분위,50~59세,고졸,상용근로자,1인,0인,노인가구,5071.0
4분위,39세 이하,고졸,자영업자,2인,1인,한부모가구,10619.0
5분위,30~39세,초졸 이하,기타(무직 등),5인 이상,2인,한부모가구,27126.0
5분위,50~59세,대졸 이상,자영업자,4인,1인,다문화가구,44658.0
2분위,39세 이하,고졸,상용근로자,1인,3인 이상,노인가구,6433.0
5분위,50~59세,고졸,기타(무직 등),1인,0인,장애인가구,15684.0
1분위,40~49세,초졸 이하,자영업자,4인,0인,노인가구,1042.0
4분위,39세 이하,중졸,상용근로자,2인,1인,노인가구,4058.0
4분위,65세 이상,초졸 이하,상용근로자,3인,1인,장애인가구,9236.0
4분위,30~39세,초졸 이하,임시·일용근로자,1인,1인,한부모가구,22032.0
2분위,50~59세,대졸 이상,자영업자,4인,1인,다문화가구,9164.0
5분위,65세 이상,초졸 이하,기타(무직 등),3인,3인 이상,한부모가구,25018.0
1분위,65세 이상,대졸 이상,임시·일용근로자,1인,3인 이상,한부모가구,1660.0
1분위,60세 이상,중졸,자영업자,5인 이상,0인,장애인가구,1738.0
4분위,50~59세,대졸 이상,자영업자,4인,1인,장애인가구,3264.0
3분위,65세 이상,중졸,기타(무직 등),5인 이상,3인 이상,한부모가구,11545.0
5분위,60세 이상,중졸,임시·일용근로자,2인,3인 이상,노인가구,12695.0
2분위,65세 이상,중졸,임시·일용근로자,3인,0인,다문화가구,4163.0
1분위,30~39세,초졸 이하,기타(무직 등),4인,0인,노인가구,1322.0
5분위,40~49세,대졸 이상,임시·일용근로자,1인,2인,한부모가구,13876.0
3분위,60세 이상,고졸,상용근로자,1인,3인 이상,한부모가구,6387.0
1분위,40~49세,초졸 이하,기타(무직 등),3인,0인,다문화가구,1513.0
4분위,50~59세,중졸,자영업자,5인 이상,3인 이상,노인가구,6883.0
3분위,30~39세,고졸,기타(무직 등),5인 이상,3인 이상,한부모가구,8858.0
4분위,60세 이상,초졸 이하,상용근로자,4인,1인,한부모가구,4747.0
3분위,50~59세,고졸,기타(무직 등),4인,1인,장애인가구,7812.0
5분위,65세 이상,중졸,자영업자,5인 이상,1인,다문화가구,10324.0
5분위,39세 이하,고졸,자영업자,4인,1인,장애인가구,12384.0
4분위,50~59세,고졸,기타(무직 등),5인 이상,3인 이상,장애인가구,9113.0
1분위,40~49세,중졸,기타(무직 등),3인,2인,장애인가구,792.0
5분위,30~39세,고졸,상용근로자,4인,2인,한부모가구,11519.0
4분위,30~39세,초졸 이하,상용근로자,5인 이상,2인,노인가구,10804.0
4분위,50~59세,고졸,자영업자,4인,3인 이상,장애인가구,4889.0
2분위,65세 이상,대졸 이상,임시·일용근로자,1인,2인,노인가구,11224.0
5분위,39세 이하,초졸 이하,임시·일용근로자,1인,3인 이상,한부모가구,25913.0
4분위,40~49세,고졸,임시·일용근로자,2인,0인,장애인가구,7061.0
1분위,50~59세,대졸 이상,임시·일용근로자,5인 이상,2인,한부모가구,1098.0
3분위,50~59세,대졸 이상,자영업자,2인,3인 이상,장애인가구,9226.0
5분위,30~39세,대졸 이상,임시·일용근로자,5인 이상,0인,장애인가구,8971.0
1분위,40~49세,고졸,임시·일용근로자,4인,1인,한부모가구,676.0
5분위,39세 이하,중졸,기타(무직 등),5인 이상,0인,다문화가구,13320.0
4분위,30~39세,대졸 이상,임시·일용근로자,1인,0인,다문화가구,8156.0
4분위,50~59세,중졸,기타(무직 등),4인,2인,노인가구,8936.0
2분위,30~39세,초졸 이하,자영업자,1인,1인,노인가구,4310.0
2분위,30~39세,중졸,기타(무직 등),4인,1인,한부모가구,9175.0
5분위,60세 이상,중졸,상용근로자,5인 이상,2인,한부모가구,8801.0
2분위,30~39세,중졸,기타(무직 등),5인 이상,0인,한부모가구,3496.0
4분위,65세 이상,중졸,임시·일용근로자,1인,3인 이상,다문화가구,10454.0
2분위,30~39세,중졸,기타(무직 등),3인,2인,다문화가구,3463.0
1분위,65세 이상,초졸 이하,기타(무직 등),5인 이상,0인,장애인가구,931.0
1분위,40~49세,초졸 이하,자영업자,3인,3인 이상,장애인가구,1581.0
3분위,30~39세,중졸,자영업자,4인,2인,한부모가구,5584.0
5분위,39세 이하,중졸,임시·일용근로자,3인,2인,한부모가구,15176.0
2분위,65세 이상,대졸 이상,상용근로자,1인,1인,노인가구,4166.0
2분위,65세 이상,초졸 이하,상용근로자,2인,1인,다문화가구,3905.0
2분위,50~59세,고졸,기타(무직 등),2인,1인,한부모가구,2377.0
3분위,40~49세,초졸 이하,상용근로자,1인,3인 이상,다문화가구,8999.0
3분위,30~39세,고졸,자영업자,2인,2인,한부모가구,5167.0
5분위,39세 이하,대졸 이상,임시·일용근로자,1인,1인,장애인가구,14964.0
3분위,50~59세,중졸,임시·일용근로자,5인 이상,1인,한부모가구,6934.0
3분위,40~49세,대졸 이상,자영업자,3인,2인,장애인가구,7835.0
1분위,65세 이상,중졸,임시·일용근로자,2인,3인 이상,노인가구,1418.0
5분위,39세 이하,초졸 이하,기타(무직 등),5인 이상,1인,노인가구,17295.0
2분위,30~39세,중졸,임시·일용근로자,2인,0인,노인가구,4120.0
1분위,60세 이상,고졸,상용근로자,4인,3인 이상,한부모가구,2474.0
4분위,60세 이상,고졸,임시·일용근로자,1인,1인,노인가구,4110.0
3분위,40~49세,대졸 이상,임시·일용근로자,1인,0인,한부모가구,7773.0
3분위,39세 이하,초졸 이하,자영업자,5인 이상,1인,다문화가구,11890.0
3분위,50~59세,고졸,자영업자,4인,3인 이상,장애인가구,10298.0
4분위,39세 이하,대졸 이상,상용근로자,3인,2인,다문화가구,5826.0
1분위,65세 이상,초졸 이하,자영업자,4인,2인,한부모가구,1089.0
5분위,60세 이상,초졸 이하,상용근로자,4인,3인 이상,노인가구,10700.0
4분위,40~49세,대졸 이상,기타(무직 등),3인,1인,장애인가구,10936.0
3분위,30~39세,고졸,상용근로자,3인,3인 이상,노인가구,6330.0
3분위,39세 이하,고졸,임시·일용근로자,4인,0인,다문화가구,9424.0
2분위,60세 이상,대졸 이상,상용근로자,2인,1인,한부모가구,6127.0
4분위,50~59세,고졸,기타(무직 등),2인,3인 이상,장애인가구,22191.0
3분위,40~49세,대졸 이상,임시·일용근로자,4인,2인,장애인가구,9646.0
2분위,30~39세,고졸,상용근로자,2인,3인 이상,한부모가구,3985.0
3분위,39세 이하,고졸,자영업자,3인,1인,한부모가구,4745.0
5분위,50~59세,대졸 이상,자영업자,3인,3인 이상,장애인가구,14334.0
3분위,30~39세,대졸 이상,자영업자,2인,2인,다문화가구,8114.0
5분위,65세 이상,고졸,상용근로자,3인,0인,다문화가구,6611.0
2분위,60세 이상,대졸 이상,상용근로자,1인,3인 이상,노인가구,4143.0
1분위,65세 이상,고졸,기타(무직 등),3인,3인 이상,장애인가구,1695.0
2분위,60세 이상,중졸,임시·일용근로자,4인,0인,한부모가구,4455.0
3분위,50~59세,초졸 이하,임시·일용근로자,5인 이상,3인 이상,한부모가구,12537.0
2분위,65세 이상,초졸 이하,임시·일용근로자,2인,2인,한부모가구,2955.0
1분위,60세 이상,고졸,임시·일용근로자,2인,0인,한부모가구,1973.0
5분위,40~49세,초졸 이하,상용근로자,3인,2인,장애인가구,23070.0
5분위,50~59세,고졸,상용근로자,3인,2인,다문화가구,23466.0
4분위,60세 이상,대졸 이상,기타(무직 등),5인 이상,2인,노인가구,4600.0
1분위,39세 이하,중졸,임시·일용근로자,5인 이상,1인,다문화가구,1707.0
1분위,60세 이상,초졸 이하,상용근로자,4인,0인,노인가구,1152.0
1분위,65세 이상,초졸 이하,상용근로자,1인,1인,한부모가구,858.0
4분위,40~49세,대졸 이상,상용근로자,4인,1인,한부모가구,7292.0
5분위,30~39세,중졸,상용근로자,2인,3인 이상,장애인가구,11145.0
3분위,30~39세,중졸,임시·일용근로자,3인,0인,한부모가구,12299.0
1분위,60세 이상,중졸,임시·일용근로자,4인,3인 이상,장애인가구,1848.0
3분위,30~39세,대졸 이상,상용근로자,3인,1인,장애인가구,5367.0
2분위,60세 이상,초졸 이하,자영업자,3인,3인 이상,장애인가구,4126.0
2분위,40~49세,초졸 이하,기타(무직 등),4인,2인,한부모가구,4733.0
4분위,30~39세,중졸,임시·일용근로자,4인,1인,한부모가구,8359.0
4분위,65세 이상,대졸 이상,임시·일용근로자,5인 이상,2인,다문화가구,12870.0
1분위,65세 이상,대졸 이상,자영업자,1인,0인,노인가구,1984.0
1분위,39세 이하,대졸 이상,임시·일용근로자,5인 이상,3인 이상,다문화가구,1536.0
5분위,60세 이상,중졸,자영업자,1인,1인,한부모가구,14421.0
2분위,30~39세,대졸 이상,자영업자,4인,0인,노인가구,2712.0
1분위,65세 이상,중졸,상용근로자,1인,2인,장애인가구,2523.0
1분위,40~49세,중졸,임시·일용근로자,2인,3인 이상,노인가구,1259.0
1분위,40~49세,중졸,기타(무직 등),5인 이상,3인 이상,장애인가구,2803.0
2분위,39세 이하,고졸,자영업자,5인 이상,1인,한부모가구,5962.0
5분위,40~49세,중졸,기타(무직 등),5인 이상,3인 이상,노인가구,35984.0
2분위,40~49세,대졸 이상,상용근로자,3인,3인 이상,장애인가구,7025.0
3분위,30~39세,고졸,임시·일용근로자,3인,2인,다문화가구,4799.0
4분위,60세 이상,초졸 이하,상용근로자,4인,2인,다문화가구,6730.0
3분위,50~59세,초졸 이하,상용근로자,4인,2인,장애인가구,7953.0
5분위,40~49세,대졸 이상,기타(무직 등),3인,0인,다문화가구,11285.0
5분위,40~49세,대졸 이상,기타(무직 등),5인 이상,0인,다문화가구,13765.0
1분위,50~59세,대졸 이상,자영업자,3인,3인 이상,노인가구,871.0
4분위,40~49세,대졸 이상,임시·일용근로자,1인,0인,다문화가구,8625.0
3분위,30~39세,고졸,상용근로자,5인 이상,1인,노인가구,9358.0
5분위,30~39세,대졸 이상,자영업자,3인,2인,한부모가구,10712.0
3분위,50~59세,중졸,자영업자,4인,0인,다문화가구,18492.0
5분위,65세 이상,초졸 이하,상용근로자,3인,3인 이상,한부모가구,16418.0
4분위,40~49세,대졸 이상,상용근로자,2인,2인,다문화가구,6207.0
2분위,65세 이상,중졸,자영업자,3인,0인,장애인가구,2872.0
